customer_id,customer_hk,full_name,gender,birth_date,age,age_group,country,city,customer_segment,loyalty_tier,signup_date,days_since_signup,preferred_channel,total_bookings,flown_bookings,no_show_count,changed_count,distinct_routes_flown,first_booking_date,last_booking_date,preferred_booking_channel,preferred_fare_class,avg_lead_time_days,total_ltv_usd,total_ticket_revenue,total_ancillary_revenue,avg_ticket_price_usd,avg_ancillary_usd,no_show_rate,ancillary_attach_rate,is_repeat_customer,days_since_last_booking,total_points_earned,total_points_redeemed,loyalty_balance,tier_upgrades,tier_downgrades,points_expiry_events,last_loyalty_event_date,loyalty_redemption_rate,avg_sentiment_score,avg_flight_rating,sentiment_signal_count,frequency_label,value_label,recency_label,_vault_snapshot_date,_obt_loaded_at
CUST0011,16b47e58d651294003db1569f63977af83a83892673fc7dcc5352fdee0e22d77,Fatou Ouattara,M,1989-04-05,36,35-44,France,Paris,Budget,None,2023-08-27,493,Web,29,23,0,0,10,2024-11-22,2025-01-15,Web,ECONOMY,27.482758620689655,11048.41,10490.41,558.0,361.738275862069,19.24137931034483,0.0,0.8276,1,350,0,0,0,0,0,0,,,-0.2857142857142857,4.666666666666667,8,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0012,3ab627970a534e66fe8441d1cf0394a30f48ab30ee552547495a347bc9e68f7f,Didier Diallo,M,1983-01-05,42,35-44,Nigeria,Lagos,Standard,Explorer,2023-11-23,405,Mobile App,47,30,5,2,12,2024-11-16,2025-01-28,Travel Agency,ECONOMY,28.72340425531915,19798.499999999996,18772.499999999996,1026.0,399.4148936170212,21.829787234042552,0.1064,0.8723,1,337,0,0,0,0,0,0,,,-0.65,2.5833333333333335,16,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0013,f9c15b39f04106ca1299543cadc821d6bb425c446111c1d0e9e3f520ccdb37b1,Bintou Ndiaye,F,1994-11-26,31,25-34,Benin,Cotonou,Standard,Explorer,2024-05-08,238,Corporate Desk,37,28,3,0,12,2024-11-05,2025-01-21,Corporate Desk,ECONOMY,30.027027027027028,18030.16,17226.16,804.0,465.5718918918919,21.72972972972973,0.0811,0.8108,1,344,0,0,0,0,0,0,,,-0.5909090909090909,3.1,16,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0014,d3f5543959ea81981562659041362280d6fc1d5c42c80d813964b98b060f9749,Yao Traore,F,1993-03-04,32,25-34,Côte d'Ivoire,Bouaké,Standard,None,2024-08-03,151,Mobile App,36,28,1,0,9,2024-11-05,2025-01-15,Corporate Desk,ECONOMY,28.86111111111111,15916.619999999999,15160.62,756.0,421.12833333333333,21.0,0.0278,0.8611,1,350,0,0,0,0,0,0,,,-0.875,2.5,9,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0015,41350989685d623e53fc6fc8483cef79ca3ca4a9e823ed2408bb8a3c61fe79da,Koffi Amani,F,1969-04-20,56,55+,France,Paris,Budget,None,2023-12-22,376,Travel Agency,37,27,2,0,12,2024-11-08,2025-01-29,Travel Agency,ECONOMY,33.2972972972973,11795.35,11063.35,732.0,299.0094594594595,19.783783783783782,0.0541,0.7838,1,336,0,0,0,0,0,0,,,-0.8571428571428571,5.0,9,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0016,36f21d395a17b621b413264417c6d457f36626dbfbfe1a694e5558c203c72b10,Koffi Traore,M,1994-08-16,31,25-34,Nigeria,Lagos,Budget,None,2023-12-17,381,Travel Agency,48,36,3,0,12,2024-11-06,2025-01-23,Travel Agency,ECONOMY,32.229166666666664,19850.13,18782.13,1068.0,391.294375,22.25,0.0625,0.8958,1,342,0,0,0,0,0,0,,,-0.541625,3.375,12,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0017,344ae061d54780815c11bf475603183d6f764ee524b6b34ddc6c662e8984a03a,Serge Diallo,F,1978-09-12,47,45-54,Nigeria,Lagos,Business,Gold,2024-06-24,191,Travel Agency,36,29,1,1,12,2024-11-07,2025-01-17,Mobile App,ECONOMY,25.72222222222222,13554.960000000001,12864.960000000001,690.0,357.36,19.166666666666668,0.0278,0.8056,1,348,0,0,0,0,0,0,,,-0.8333333333333334,3.0,8,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0018,a218753aa132579e54c4467dd0989f6c23afe7707910d8aefa0f1e04f8cd0df2,Koffi Mensah,M,1975-06-25,50,45-54,Benin,Cotonou,Standard,Silver,2023-12-04,394,Mobile App,47,39,2,1,12,2024-11-14,2025-01-24,Travel Agency,ECONOMY,29.72340425531915,18510.670000000002,17556.67,954.0,373.5461702127659,20.29787234042553,0.0426,0.766,1,341,0,0,0,0,0,0,,,-0.7272727272727273,2.2,12,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0019,06e5ec450c445fdd79f7696922bec640bf339e6a15c8361e440402f98fd522d0,Yao Kouassi,M,1979-04-17,46,45-54,France,Paris,Standard,None,2023-01-29,703,Travel Agency,32,24,0,2,11,2024-11-04,2025-01-24,Mobile App,ECONOMY,31.65625,14202.76,13446.76,756.0,420.21125,23.625,0.0,0.7813,1,341,0,0,0,0,0,0,,,-0.6538461538461539,2.9,18,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0020,25961ce55c49fe6252a2e03dfd02ef8da6c2cc0843e37dac6438f335bc58a7d2,Fatou Kouassi,M,1993-12-12,32,25-34,Nigeria,Lagos,Budget,None,2024-04-26,250,Mobile App,38,28,0,2,10,2024-11-09,2025-01-23,Corporate Desk,ECONOMY,33.63157894736842,11270.310000000001,10448.310000000001,822.0,274.9555263157895,21.63157894736842,0.0,0.8684,1,342,0,0,0,0,0,0,,,-0.5416666666666666,3.4,16,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0021,4d84acfedb703cd53c74b61b342ed4c6f51c7cf997811039b164c72e9ba709e6,Yao Kone,F,1995-11-12,30,25-34,Senegal,Dakar,Business,None,2024-02-02,334,Mobile App,38,33,2,0,11,2024-11-06,2025-01-28,Travel Agency,ECONOMY,33.13157894736842,12565.229999999998,11893.23,672.0,312.97973684210524,17.68421052631579,0.0526,0.8947,1,337,0,0,0,0,0,0,,,-0.5333,4.0,14,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0022,54861034b7dd7dc20bc95af07a947e4e7e088c17d8f483cd09b96cbe41e5678c,Mariam Ouattara,M,1970-12-13,55,55+,Nigeria,Lagos,Standard,Gold,2023-06-12,569,Mobile App,32,27,1,0,12,2024-11-17,2025-01-22,Mobile App,ECONOMY,27.8125,11532.430000000002,10764.430000000002,768.0,336.38843750000007,24.0,0.0313,0.8438,1,343,0,0,0,0,0,0,,,-0.3333333333333333,4.0,10,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0023,0243d097e519fef38280f8a1af542581d067e7dc9186648a8c3f65b05ee011a8,Awa Diallo,M,1974-10-27,51,45-54,Ghana,Accra,Business,Explorer,2024-07-15,170,Mobile App,38,31,0,0,12,2024-11-10,2025-01-23,Travel Agency,ECONOMY,33.81578947368421,11601.789999999999,10797.789999999999,804.0,284.1523684210526,21.157894736842106,0.0,0.7632,1,342,0,0,0,0,0,0,,,-0.5,2.4,9,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0024,7f8c989294fa7b662ba55953950c7c9db29ace80e19722c685bfbb4cb9978c62,Awa Traore,F,1992-04-27,33,25-34,Côte d'Ivoire,Abidjan,Budget,None,2024-05-28,218,Mobile App,31,24,0,0,10,2024-11-09,2025-01-26,Corporate Desk,ECONOMY,24.870967741935484,14841.64,14187.64,654.0,457.66580645161287,21.096774193548388,0.0,0.8065,1,339,0,0,0,0,0,0,,,-0.6666666666666666,3.25,11,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0025,5640bccb7db8a2219836fffa61e76289fec13cf5c4f6bcbc7d746ab13f3698ea,Jean Mensah,M,1973-01-24,52,45-54,France,Paris,Business,Silver,2024-06-13,202,Corporate Desk,35,23,2,3,11,2024-11-03,2025-01-22,Web,ECONOMY,31.914285714285715,14179.27,13507.27,672.0,385.922,19.2,0.0571,0.8286,1,343,0,0,0,0,0,0,,,-0.8571428571428571,4.0,10,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0026,4647963802543d88edecf9bd3e520743c2f35fa2565b5eca8b8033b2bfec1c93,Mariam Sow,F,1998-09-01,27,25-34,France,Paris,Business,Explorer,2023-06-03,578,Mobile App,51,38,3,1,12,2024-11-11,2025-01-25,Mobile App,ECONOMY,29.80392156862745,16709.96,15761.960000000001,948.0,309.0580392156863,18.58823529411765,0.0588,0.8235,1,340,0,0,0,0,0,0,,,-0.3333333333333333,3.5,15,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0027,4dd230c13002ab8ad94819f01cb57efac805c02c03fad10e6292593787a241ad,Nadia Ndiaye,F,2000-01-11,25,25-34,Ghana,Accra,Business,None,2024-07-27,158,Web,36,27,0,1,10,2024-11-11,2025-01-20,Travel Agency,ECONOMY,33.0,16027.799999999997,15385.799999999997,642.0,427.38333333333327,17.833333333333332,0.0,0.6944,1,345,0,0,0,0,0,0,,,-0.6153846153846154,3.5,14,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0028,e91f7f67a179fed08c4143f7e6555664ef3294c56cdb71a389a6a7905ce9ce5e,Yao Mensah,F,1971-09-15,54,45-54,Ghana,Accra,Business,Gold,2024-03-29,278,Travel Agency,41,30,1,5,11,2024-11-04,2025-01-27,Mobile App,ECONOMY,29.146341463414632,17870.45,16964.449999999997,906.0,413.76707317073163,22.097560975609756,0.0244,0.878,1,338,0,0,0,0,0,0,,,-0.6,4.0,14,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0029,fa7e2550cf2b6143ad6834d4baf347e755af7dd4db728b21f27c048c20dedd98,Bintou Ndiaye,F,1982-08-17,43,35-44,France,Paris,Standard,None,2024-06-19,196,Travel Agency,40,29,3,2,12,2024-11-08,2025-01-21,Web,ECONOMY,34.15,15453.419999999998,14679.419999999998,774.0,366.98549999999994,19.35,0.075,0.75,1,344,0,0,0,0,0,0,,,-0.75,3.3333333333333335,13,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0030,fde8334167ca4b61ae40d19ccf81e2e5a2295798e1a463837c02983c28d7207f,Yao Kone,F,1991-02-13,34,25-34,France,Paris,Standard,Silver,2024-03-14,293,Web,44,35,1,2,11,2024-11-14,2025-01-14,Travel Agency,ECONOMY,29.772727272727273,20877.46,20109.46,768.0,457.0331818181818,17.454545454545453,0.0227,0.7727,1,351,0,0,0,0,0,0,,,-0.21428571428571427,3.5,16,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0031,5671a9fc63081e63e1bc5288a2616c917750544262bd80d8a0e4f4167a2aa6da,Aminata Mensah,F,1974-12-21,51,45-54,Ghana,Accra,Budget,Gold,2024-04-23,253,Mobile App,43,29,2,4,12,2024-11-14,2025-01-15,Web,ECONOMY,31.11627906976744,16005.710000000003,15219.710000000001,786.0,353.94674418604654,18.27906976744186,0.0465,0.814,1,350,0,0,0,0,0,0,,,-0.8,2.0,5,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0032,3274157c695aa5170207703c432510967474c1a851b9830d43596fb68bedfeee,Koffi Ouattara,M,1975-11-27,50,45-54,Benin,Cotonou,Budget,Explorer,2024-06-11,204,Corporate Desk,35,29,0,0,11,2024-11-12,2025-01-27,Travel Agency,ECONOMY,30.457142857142856,13946.38,13292.38,654.0,379.7822857142857,18.685714285714287,0.0,0.8286,1,338,0,0,0,0,0,0,,,-0.8461538461538461,2.6,17,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0033,a30549fe7fbb294d924806dee87195e2db799c66397b7cfc3db1044888f95d3f,Amadou Kouassi,M,1985-02-24,40,35-44,Senegal,Dakar,Budget,Explorer,2024-03-27,280,Web,40,35,1,1,12,2024-11-05,2025-01-20,Web,ECONOMY,36.4,16313.380000000003,15395.380000000003,918.0,384.88450000000006,22.95,0.025,0.9,1,345,0,0,0,0,0,0,,,-0.46875,3.8333333333333335,20,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0034,5ca36c4233ca77dd4798665377aeb2b2b0342985d6e746cfa600fdd7b8d1ff44,Jean Sow,M,1997-02-04,28,25-34,Nigeria,Lagos,Premium,None,2023-09-29,460,Travel Agency,45,32,1,2,12,2024-11-06,2025-01-24,Web,ECONOMY,31.177777777777777,18000.9,17004.899999999998,996.0,377.8866666666666,22.133333333333333,0.0222,0.9111,1,341,0,0,0,0,0,0,,,-0.8181818181818182,2.25,14,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0035,dd5f9eaf0ce62b557c249f8989175a48e0dfbe718e173f66790a8f8f7a8f0658,Mariam Mensah,F,1992-11-27,33,25-34,Côte d'Ivoire,Bouaké,Standard,Explorer,2024-06-11,204,Corporate Desk,45,29,2,3,11,2024-11-08,2025-01-22,Corporate Desk,ECONOMY,27.31111111111111,19560.310000000005,18828.309999999998,732.0,418.40688888888883,16.266666666666666,0.0444,0.7556,1,343,0,0,0,0,0,0,,,-0.8181818181818182,2.4,15,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0036,5133b0d7cee0a39f5504ad9e8e30876d6c01a1a3f36a55c084c3738d6f01d263,Jean Traore,M,1968-12-06,57,55+,Benin,Cotonou,Business,None,2023-01-18,714,Web,35,28,3,1,11,2024-11-04,2025-01-20,Travel Agency,ECONOMY,34.05714285714286,14997.500000000002,14301.499999999998,696.0,408.61428571428564,19.885714285714286,0.0857,0.8286,1,345,0,0,0,0,0,0,,,-0.8,3.0,14,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0037,75feacc3464631a6924dccf635b85ae1f328c46d235567ea86217be5779479ec,Koffi Ndiaye,F,1969-05-28,56,55+,Senegal,Dakar,Standard,None,2024-07-20,165,Corporate Desk,30,21,1,3,9,2024-11-06,2025-01-24,Mobile App,ECONOMY,29.333333333333332,10938.050000000003,10452.050000000001,486.0,348.4016666666667,16.2,0.0333,0.7667,1,341,0,0,0,0,0,0,,,-0.625,2.8,11,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0038,5c61d77c028b99fcde28802ffacfa3cc833541cf5746387dc31b6158f7ecc3f1,Didier Diallo,F,1998-12-08,27,25-34,Senegal,Dakar,Premium,None,2023-07-05,546,Mobile App,44,37,1,1,12,2024-11-06,2025-01-21,Web,ECONOMY,29.90909090909091,15726.689999999999,14934.689999999999,792.0,339.4247727272727,18.0,0.0227,0.7955,1,344,0,0,0,0,0,0,,,-0.4411764705882353,4.285714285714286,23,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0039,e82dca3101626ee1902e16f08a17da69af0c8dfbd1e9156e82640e33d6c8576f,Aminata Mensah,F,1983-08-17,42,35-44,Senegal,Dakar,Standard,Silver,2023-09-14,475,Web,38,29,3,0,12,2024-11-13,2025-01-21,Mobile App,ECONOMY,26.526315789473685,13036.639999999998,12250.64,786.0,322.3852631578947,20.68421052631579,0.0789,0.8421,1,344,0,0,0,0,0,0,,,-0.22727272727272727,3.31,15,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0040,ef16a65ab605b984787307bab50db24571ee3868fcb88bc921eaff408f4a5b03,Awa Sow,F,1997-08-08,28,25-34,Côte d'Ivoire,Bouaké,Budget,Silver,2024-03-18,289,Corporate Desk,39,32,0,2,11,2024-11-06,2025-01-27,Travel Agency,ECONOMY,31.871794871794872,14790.53,14040.53,750.0,360.01358974358976,19.23076923076923,0.0,0.8205,1,338,0,0,0,0,0,0,,,-0.5454545454545454,3.0,13,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0041,bb5709c4297abd11408e76504feb7bde4c0d3e90a92b6bd17fee8b94e5b32a91,Amadou Sow,M,1978-04-11,47,45-54,France,Paris,Business,Silver,2024-10-13,80,Mobile App,47,37,4,0,10,2024-11-29,2025-01-29,Web,ECONOMY,28.74468085106383,15070.260000000002,14140.26,930.0,300.8565957446809,19.78723404255319,0.0851,0.7872,1,336,0,0,0,0,0,0,,,-0.6578947368421053,3.8,23,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0042,89b21fcc0f4b3e3a285675049a17303e1a1b132ad61f744cf9a91512d9b4f2e2,Jean Konan,F,1965-02-21,60,55+,Nigeria,Lagos,Standard,None,2024-11-12,50,Corporate Desk,34,24,1,1,12,2024-11-10,2025-01-22,Corporate Desk,ECONOMY,35.64705882352941,10479.97,9759.97,720.0,287.0579411764706,21.176470588235293,0.0294,0.7941,1,343,0,0,0,0,0,0,,,-0.6666666666666666,3.25,11,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0043,9369d5d7bba0b137bbd4b81f3a0d243e0d6c6165ec3cfee8d594a0bdaaeca089,Aminata Mensah,F,1983-01-15,42,35-44,France,Paris,Budget,Explorer,2023-09-27,462,Travel Agency,28,18,5,2,11,2024-11-16,2025-01-20,Corporate Desk,ECONOMY,32.17857142857143,8164.91,7672.91,492.0,274.03249999999997,17.571428571428573,0.1786,0.75,1,345,0,0,0,0,0,0,,,0.0,4.333333333333333,8,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0044,1c6a12ba34f1cf2efac449cf6db139db290c51e97f9d53caf5be91cb3df43410,Bintou Amani,F,1967-05-07,58,55+,Senegal,Dakar,Budget,None,2023-03-27,646,Corporate Desk,31,24,1,1,12,2024-11-10,2025-01-22,Corporate Desk,ECONOMY,29.161290322580644,11676.46,10998.46,678.0,354.7890322580645,21.870967741935484,0.0323,0.871,1,343,0,0,0,0,0,0,,,-0.6818181818181818,2.8,14,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0045,195bb9bd10b6a1ed7f3f27e22fa5329fa7a5e743123d1c1b204e95cd1131f67d,Bintou Kouassi,F,1997-01-03,28,25-34,Senegal,Dakar,Business,None,2024-08-23,131,Web,40,34,1,1,11,2024-11-12,2025-01-14,Web,ECONOMY,27.275,16688.36,15860.36,828.0,396.509,20.7,0.025,0.8,1,351,0,0,0,0,0,0,,,-0.42857142857142855,3.3333333333333335,19,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0046,36c9443fec42e4e1d5a25d97a0c26ab0d003e9c41d85362c51d0a26bf05400ba,Awa Mensah,M,1979-02-19,46,45-54,Nigeria,Lagos,Business,Silver,2024-09-02,121,Corporate Desk,36,28,1,2,12,2024-11-02,2025-01-26,Web,ECONOMY,34.97222222222222,13454.89,12698.889999999998,756.0,352.74694444444435,21.0,0.0278,0.8611,1,339,0,0,0,0,0,0,,,-0.7272727272727273,2.7,15,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0047,4ced3702e90a25dda9ed339ba7457b932e8f95ce810de898e45031582ee24e35,Serge Kone,F,1983-12-20,42,35-44,Senegal,Dakar,Budget,Silver,2024-06-09,206,Corporate Desk,43,34,0,0,12,2024-11-05,2025-01-26,Web,ECONOMY,35.06976744186046,11615.630000000001,10727.630000000001,888.0,249.4797674418605,20.651162790697676,0.0,0.907,1,339,0,0,0,0,0,0,,,-0.4666666666666667,3.0,17,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0048,c326fff797c1de1a90145d86301028deac9d6dc6bc63b9d9caaa5c3bb6bcae12,Serge Sow,F,1998-09-19,27,25-34,Benin,Cotonou,Business,Explorer,2024-11-30,32,Mobile App,39,25,1,6,12,2024-11-08,2025-01-21,Mobile App,ECONOMY,32.35897435897436,15195.339999999998,14313.34,882.0,367.00871794871796,22.615384615384617,0.0256,0.8462,1,344,0,0,0,0,0,0,,,-0.25,3.4,11,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
