customer_id,full_name,customer_segment,loyalty_tier,preferred_channel,country,age_group,total_bookings,avg_ticket_price,avg_ancillary,total_ticket_rev,total_ancillary_rev,economy_bookings,business_bookings,avg_bags,bookings_no_seat,intl_bookings,intl_no_seat,upsell_class,upsell_baggage,upsell_seat,upsell_fare_family,upsell_ancillary,crosssell_loyalty,upsell_score,opportunity_count,action_segment,primary_action
CUST0143,Nadia Kouassi,Business,Explorer,Web,Benin,35-44,53,336.55452830188676,18.452830188679247,17837.39,978.0,39,8,0.8867924528301887,23,5,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0107,Didier Mensah,Standard,None,Mobile App,Senegal,45-54,44,405.08568181818174,18.545454545454547,17823.769999999997,816.0,32,6,0.8181818181818182,22,8,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0212,Jean Amani,Business,Explorer,Travel Agency,Nigeria,45-54,38,464.8297368421052,18.31578947368421,17663.53,696.0,30,3,0.8421052631578947,24,8,5,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0203,Koffi Sow,Standard,None,Corporate Desk,Senegal,55+,43,409.76069767441857,18.976744186046513,17619.71,816.0,28,9,0.9302325581395349,24,6,3,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0197,Awa Sow,Standard,None,Travel Agency,France,55+,37,461.2213513513514,18.972972972972972,17065.190000000002,702.0,30,5,0.8378378378378378,15,7,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0185,Jean Diallo,Standard,Explorer,Travel Agency,France,45-54,46,364.3469565217391,16.434782608695652,16759.96,756.0,33,4,0.782608695652174,19,7,1,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0263,Yao Diallo,Business,None,Mobile App,Côte d'Ivoire,25-34,36,460.195,19.333333333333332,16567.02,696.0,26,6,0.8888888888888888,18,8,4,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0139,Aminata Ndiaye,Standard,None,Corporate Desk,Ghana,45-54,43,382.5844186046511,19.3953488372093,16451.129999999997,834.0,26,6,0.9069767441860465,19,6,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0067,Bintou Sow,Standard,Explorer,Web,Benin,55+,36,455.573888888889,19.666666666666668,16400.660000000003,708.0,26,6,0.9444444444444444,17,7,3,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0234,Jean Kouassi,Standard,Explorer,Mobile App,Senegal,35-44,37,441.4802702702702,19.135135135135137,16334.769999999997,708.0,25,7,0.972972972972973,18,6,3,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0059,Amadou Ndiaye,Business,None,Travel Agency,Nigeria,35-44,31,521.2545161290324,18.774193548387096,16158.890000000003,582.0,20,9,0.8064516129032258,18,3,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0073,Serge Mensah,Budget,None,Travel Agency,Nigeria,55+,34,475.0129411764706,16.235294117647058,16150.44,552.0,22,5,0.7647058823529411,22,7,5,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0226,Didier Amani,Budget,Explorer,Web,Benin,45-54,41,393.77878048780485,18.73170731707317,16144.929999999998,768.0,33,3,0.8292682926829268,18,8,4,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0113,Awa Ndiaye,Standard,Explorer,Mobile App,Côte d'Ivoire,35-44,45,356.93999999999994,18.533333333333335,16062.299999999997,834.0,32,6,0.8222222222222222,27,4,3,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0137,Yao Traore,Budget,Explorer,Mobile App,Senegal,35-44,44,361.1772727272728,18.954545454545453,15891.800000000003,834.0,31,9,0.8863636363636364,20,5,1,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0093,Serge Kouassi,Budget,None,Web,France,35-44,42,375.0380952380953,19.571428571428573,15751.600000000002,822.0,27,5,0.9285714285714286,21,9,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0117,Bintou Kouassi,Business,None,Web,France,25-34,44,349.9911363636363,18.40909090909091,15399.609999999997,810.0,30,9,0.8409090909090909,23,6,4,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0035,Mariam Mensah,Standard,Explorer,Corporate Desk,Côte d'Ivoire,25-34,40,384.7997500000001,16.5,15391.990000000003,660.0,28,5,0.8,16,5,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0070,Bintou Konan,Standard,None,Travel Agency,Côte d'Ivoire,45-54,40,380.86325,16.8,15234.53,672.0,28,8,0.8,20,5,1,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0027,Nadia Ndiaye,Business,None,Web,Ghana,25-34,35,433.91142857142853,17.82857142857143,15186.899999999998,624.0,25,4,0.8571428571428571,20,6,4,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0052,Didier Kouassi,Business,None,Mobile App,Côte d'Ivoire,45-54,34,434.2455882352941,18.176470588235293,14764.35,618.0,25,6,0.9117647058823529,17,5,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0026,Mariam Sow,Business,Explorer,Mobile App,France,25-34,47,312.55744680851063,18.76595744680851,14690.2,882.0,37,4,0.8723404255319149,26,4,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0038,Didier Diallo,Premium,None,Mobile App,Senegal,25-34,42,345.3735714285714,18.142857142857142,14505.689999999999,762.0,27,6,0.9285714285714286,19,5,3,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0295,Amadou Kouassi,Standard,None,Mobile App,Benin,35-44,30,476.3813333333334,18.6,14291.44,558.0,19,6,0.8333333333333334,18,4,3,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0149,Jean Diallo,Business,None,Web,Benin,35-44,38,375.93026315789473,19.263157894736842,14285.35,732.0,30,5,0.8947368421052632,13,5,3,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0054,Nadia Kone,Premium,None,Web,Nigeria,25-34,40,356.86199999999997,19.2,14274.479999999998,768.0,27,4,0.95,27,4,4,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0008,Koffi Mensah,Standard,Explorer,Corporate Desk,Côte d'Ivoire,55+,37,371.2037837837839,19.45945945945946,13734.540000000003,720.0,26,6,0.918918918918919,17,4,1,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0036,Jean Traore,Business,None,Web,Benin,55+,31,440.50903225806445,19.161290322580644,13655.779999999999,594.0,23,3,0.8709677419354839,16,6,3,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0222,Didier Ndiaye,Business,None,Travel Agency,Benin,35-44,44,309.68977272727267,19.90909090909091,13626.349999999999,876.0,33,4,0.9090909090909091,24,3,1,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0293,Nadia Kouassi,Budget,Explorer,Travel Agency,Nigeria,55+,37,362.25054054054056,18.486486486486488,13403.27,684.0,29,5,0.8108108108108109,22,5,1,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0032,Koffi Ouattara,Budget,Explorer,Corporate Desk,Benin,45-54,35,379.7822857142857,18.685714285714287,13292.38,654.0,28,2,0.8285714285714286,20,4,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0204,Nadia Konan,Premium,Explorer,Web,Nigeria,55+,30,439.8206666666666,16.2,13194.619999999999,486.0,22,5,0.7666666666666667,14,7,3,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0260,Aminata Diallo,Standard,None,Corporate Desk,France,55+,29,449.4996551724137,19.655172413793103,13035.489999999998,570.0,21,4,0.9310344827586207,15,7,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0230,Serge Kone,Standard,None,Corporate Desk,Nigeria,45-54,36,355.20916666666665,18.666666666666668,12787.529999999999,672.0,28,5,0.8333333333333334,21,5,4,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0160,Awa Kouassi,Standard,None,Web,Côte d'Ivoire,55+,38,336.14684210526315,16.263157894736842,12773.58,618.0,33,2,0.7631578947368421,21,7,3,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0141,Jean Konan,Standard,None,Travel Agency,Benin,25-34,38,336.08421052631587,15.157894736842104,12771.200000000003,576.0,30,5,0.6842105263157895,16,4,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0179,Awa Amani,Budget,Explorer,Corporate Desk,Senegal,45-54,36,353.2,16.666666666666668,12715.199999999999,600.0,25,2,0.7777777777777778,25,4,4,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0254,Serge Mensah,Standard,Explorer,Travel Agency,Côte d'Ivoire,35-44,37,341.1916216216216,18.81081081081081,12624.09,696.0,30,2,0.8648648648648649,23,3,1,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0115,Fatou Ouattara,Standard,Explorer,Corporate Desk,Benin,55+,39,321.52128205128196,16.923076923076923,12539.329999999996,660.0,27,5,0.7692307692307693,18,3,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0083,Awa Ndiaye,Business,Explorer,Travel Agency,Senegal,55+,41,303.2470731707317,19.463414634146343,12433.13,798.0,32,4,0.9512195121951219,19,3,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0110,Jean Mensah,Standard,None,Mobile App,Benin,35-44,37,334.46216216216226,19.945945945945947,12375.100000000004,738.0,27,7,0.8918918918918919,22,3,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0245,Bintou Diallo,Budget,None,Mobile App,Benin,45-54,31,398.53419354838707,19.548387096774192,12354.56,606.0,26,4,0.8709677419354839,19,7,3,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0294,Yao Ndiaye,Business,None,Travel Agency,Côte d'Ivoire,25-34,35,351.64914285714286,18.514285714285716,12307.72,648.0,25,6,0.9142857142857143,20,4,1,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0289,Didier Mensah,Standard,Explorer,Travel Agency,Benin,55+,38,323.7589473684211,19.736842105263158,12302.840000000002,750.0,29,5,0.868421052631579,14,4,1,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0053,Nadia Konan,Standard,Explorer,Travel Agency,Côte d'Ivoire,35-44,44,278.0329545454546,19.363636363636363,12233.45,852.0,36,2,0.8636363636363636,22,2,1,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0146,Mariam Traore,Business,None,Corporate Desk,Ghana,25-34,29,405.7837931034483,18.413793103448278,11767.730000000001,534.0,21,2,0.7931034482758621,17,3,1,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0105,Serge Amani,Premium,None,Web,Côte d'Ivoire,55+,32,367.3840625,19.125,11756.29,612.0,23,4,0.8125,18,3,1,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0029,Bintou Ndiaye,Standard,None,Travel Agency,France,35-44,35,332.67857142857144,19.02857142857143,11643.75,666.0,25,4,0.8285714285714286,16,4,1,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0191,Jean Ouattara,Budget,None,Mobile App,Ghana,25-34,36,315.4472222222222,16.333333333333332,11356.099999999999,588.0,29,3,0.7222222222222222,16,4,1,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0129,Amadou Konan,Standard,Explorer,Corporate Desk,Ghana,35-44,39,290.84076923076924,19.692307692307693,11342.79,768.0,29,3,0.9230769230769231,22,2,1,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Activation Silver — proche du seuil tier,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0021,Yao Kone,Business,None,Mobile App,Senegal,25-34,36,309.73833333333334,17.666666666666668,11150.58,636.0,28,4,0.7777777777777778,20,4,3,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0196,Jean Kouassi,Standard,None,Corporate Desk,Côte d'Ivoire,35-44,30,366.4363333333333,18.0,10993.09,540.0,21,4,0.8666666666666667,13,3,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0269,Koffi Kouassi,Business,None,Travel Agency,Senegal,25-34,29,378.9503448275862,19.862068965517242,10989.56,576.0,23,2,0.896551724137931,11,5,3,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0072,Bintou Mensah,Standard,None,Web,Côte d'Ivoire,35-44,37,295.02297297297304,19.783783783783782,10915.850000000002,732.0,30,3,0.918918918918919,18,4,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0095,Mariam Ouattara,Standard,None,Travel Agency,Benin,25-34,29,365.22896551724136,18.20689655172414,10591.64,528.0,16,6,0.8275862068965517,15,3,2,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0011,Fatou Ouattara,Budget,None,Web,France,35-44,29,361.738275862069,19.24137931034483,10490.41,558.0,21,2,0.9310344827586207,18,4,3,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
CUST0201,Amadou Ndiaye,Standard,None,Corporate Desk,Benin,35-44,25,419.01,17.76,10475.25,444.0,17,2,0.8,14,4,3,,,Siège prioritaire — vols internationaux non sélectionnés,,Bundle ancillaire — fort LTV mais peu d'ancillaires,Inscription loyalty — vole régulièrement sans programme,45,3,Priorité moyenne — campagne ciblée,Bundle ancillaire — fort LTV mais peu d'ancillaires
