customer_id;first_name;last_name;gender;birth_date;country;city;customer_segment;loyalty_tier;signup_date;preferred_channel
CUST0068;Awa;Ouattara;M;1996-01-03;Ghana;Accra;Premium;Gold;2024-06-24;Corporate Desk
CUST0069;Yao;Traore;F;1974-03-17;Nigeria;Lagos;Premium;Silver;2024-10-24;Corporate Desk
CUST0070;Bintou;Konan;F;1973-04-19;Côte d'Ivoire;Abidjan;Standard;None;2023-05-12;Travel Agency
CUST0071;Aminata;Ouattara;F;1971-02-10;France;Paris;Standard;None;2024-09-07;Web
CUST0072;Bintou;Mensah;M;1982-06-21;Côte d'Ivoire;Abidjan;Standard;None;2023-09-10;Web
CUST0073;Serge;Mensah;F;1966-04-16;Nigeria;Lagos;Budget;None;2024-03-10;Travel Agency
CUST0074;Nadia;Konan;M;1991-06-22;Ghana;Accra;Budget;Silver;2024-05-31;Web
CUST0075;Nadia;Kouassi;M;1977-04-15;Ghana;Accra;Standard;Gold;2023-04-22;Corporate Desk
CUST0076;Mariam;Kouassi;M;1991-11-02;France;Paris;Premium;None;2023-01-25;Mobile App
CUST0077;Awa;Konan;F;1990-08-23;Nigeria;Lagos;Business;Gold;2023-06-19;Travel Agency
CUST0078;Mariam;Sow;M;1967-05-22;Ghana;Accra;Business;Gold;2024-03-29;Mobile App
CUST0079;Awa;Traore;M;1970-06-14;Côte d'Ivoire;Abidjan;Standard;Silver;2024-01-25;Travel Agency
CUST0080;Amadou;Traore;F;1995-04-12;Senegal;Dakar;Budget;Explorer;2024-04-30;Web
CUST0081;Amadou;Kouassi;M;1967-07-02;Benin;Cotonou;Budget;Gold;2023-09-21;Mobile App
CUST0082;Koffi;Ndiaye;M;1988-05-11;Benin;Cotonou;Standard;Silver;2023-11-21;Travel Agency
CUST0083;Awa;Ndiaye;F;1966-04-04;Senegal;Dakar;Business;Explorer;2024-01-31;Travel Agency
CUST0084;Nadia;Diallo;M;1976-01-26;Nigeria;Lagos;Business;Silver;2024-09-13;Mobile App
CUST0085;Jean;Kone;M;1970-09-07;Senegal;Dakar;Business;None;2023-03-08;Web
CUST0086;Bintou;Sow;M;1975-07-04;Nigeria;Lagos;Standard;None;2023-04-09;Corporate Desk
CUST0087;Serge;Kone;F;1979-03-14;Nigeria;Lagos;Standard;Silver;2024-07-05;Web
CUST0088;Fatou;Mensah;M;1988-05-24;Senegal;Dakar;Budget;None;2023-09-09;Mobile App
CUST0089;Fatou;Ndiaye;F;1985-02-13;Ghana;Accra;Premium;Explorer;2023-08-25;Web
CUST0090;Nadia;Konan;F;1965-08-27;Benin;Cotonou;Business;Gold;2023-02-11;Travel Agency
CUST0091;Koffi;Konan;F;1977-02-12;Ghana;Accra;Standard;None;2024-11-11;Web
CUST0092;Aminata;Ndiaye;M;1978-01-12;Côte d'Ivoire;Bouaké;Budget;None;2023-09-19;Web
CUST0093;Serge;Kouassi;F;1985-07-22;France;Paris;Budget;None;2023-07-28;Web
CUST0094;Bintou;Kone;F;1991-02-26;Nigeria;Lagos;Business;None;2024-06-30;Web
CUST0095;Mariam;Ouattara;M;1991-05-22;Benin;Cotonou;Standard;None;2024-08-03;Travel Agency
CUST0096;Amadou;Konan;M;1977-07-24;Nigeria;Lagos;Standard;None;2023-06-10;Corporate Desk
CUST0097;Koffi;Ouattara;M;1994-03-05;Côte d'Ivoire;Abidjan;Budget;None;2024-02-11;Web
CUST0098;Didier;Amani;F;1974-06-10;France;Paris;Standard;Gold;2023-04-22;Corporate Desk
CUST0099;Yao;Mensah;F;1967-08-11;Nigeria;Lagos;Standard;Explorer;2023-03-30;Mobile App
CUST0100;Yao;Ndiaye;M;1977-08-06;Benin;Cotonou;Budget;Gold;2023-06-10;Corporate Desk
CUST0101;Koffi;Diallo;F;1977-01-18;Senegal;Dakar;Business;None;2024-02-04;Corporate Desk
CUST0102;Aminata;Mensah;M;1984-10-08;France;Paris;Standard;Explorer;2024-05-30;Corporate Desk
CUST0103;Awa;Konan;M;1994-04-15;Ghana;Accra;Business;Silver;2024-02-14;Web
CUST0104;Mariam;Amani;M;1988-02-26;Côte d'Ivoire;Bouaké;Standard;Silver;2023-02-11;Mobile App
CUST0105;Serge;Amani;F;1968-09-13;Côte d'Ivoire;Yamoussoukro;Premium;None;2023-03-09;Web
CUST0106;Mariam;Kone;M;1975-11-26;Ghana;Accra;Budget;Explorer;2023-09-16;Mobile App
CUST0107;Didier;Mensah;M;1974-05-17;Senegal;Dakar;Standard;None;2024-06-02;Mobile App
CUST0108;Jean;Konan;F;1976-07-06;Senegal;Dakar;Business;Gold;2023-06-22;Travel Agency
CUST0109;Bintou;Konan;M;1993-09-17;Côte d'Ivoire;Yamoussoukro;Business;Gold;2023-09-16;Corporate Desk
CUST0110;Jean;Mensah;M;1988-10-05;Benin;Cotonou;Standard;None;2023-08-24;Mobile App
CUST0111;Serge;Konan;M;1998-05-10;France;Paris;Business;Silver;2023-08-15;Mobile App
CUST0112;Didier;Ouattara;M;1997-06-02;Senegal;Dakar;Standard;Explorer;2023-02-16;Web
CUST0113;Awa;Ndiaye;M;1984-02-17;Côte d'Ivoire;Bouaké;Standard;Explorer;2023-11-05;Mobile App
CUST0114;Jean;Ndiaye;M;1975-03-01;Ghana;Accra;Business;Explorer;2023-03-07;Mobile App
CUST0115;Fatou;Ouattara;M;1965-01-21;Benin;Cotonou;Standard;Explorer;2024-09-08;Corporate Desk
CUST0116;Mariam;Konan;F;1968-09-01;Ghana;Accra;Budget;None;2023-04-18;Web
CUST0117;Bintou;Kouassi;F;1991-04-17;France;Paris;Business;None;2023-11-13;Web
CUST0118;Aminata;Konan;M;1999-01-13;Senegal;Dakar;Business;Explorer;2024-11-02;Corporate Desk
CUST0119;Yao;Traore;M;1979-11-02;Ghana;Accra;Standard;Silver;2023-09-27;Web
CUST0120;Aminata;Sow;M;1998-05-10;Senegal;Dakar;Budget;Explorer;2023-06-23;Travel Agency
CUST0121;Serge;Kouassi;F;1985-04-13;Ghana;Accra;Standard;Explorer;2024-10-07;Corporate Desk
CUST0122;Bintou;Konan;F;1992-12-08;Nigeria;Lagos;Business;Explorer;2024-08-22;Web
CUST0123;Mariam;Diallo;F;1966-02-04;France;Paris;Standard;None;2023-01-30;Web
CUST0124;Mariam;Konan;F;1967-02-28;Côte d'Ivoire;Yamoussoukro;Business;None;2024-06-30;Web
CUST0125;Amadou;Traore;F;1978-04-04;Benin;Cotonou;Budget;Silver;2024-10-11;Web
CUST0126;Aminata;Mensah;M;1971-03-04;Benin;Cotonou;Standard;None;2023-09-25;Web
CUST0127;Fatou;Mensah;F;1988-06-25;Senegal;Dakar;Business;Explorer;2023-02-01;Corporate Desk
CUST0128;Amadou;Sow;F;1987-08-23;Côte d'Ivoire;Abidjan;Standard;None;2023-04-04;Travel Agency
CUST0129;Amadou;Konan;F;1983-01-01;Ghana;Accra;Standard;Explorer;2023-07-08;Corporate Desk
CUST0130;Jean;Sow;M;1975-05-27;France;Paris;Premium;None;2023-06-19;Web
CUST0131;Koffi;Kone;F;1985-06-04;Benin;Cotonou;Premium;Gold;2023-03-30;Corporate Desk
CUST0132;Awa;Amani;F;1984-05-14;Benin;Cotonou;Standard;Gold;2023-08-28;Corporate Desk
CUST0133;Bintou;Ndiaye;F;1987-10-11;Ghana;Accra;Business;Explorer;2024-07-21;Travel Agency
CUST0134;Nadia;Kone;M;1979-03-11;Ghana;Accra;Standard;Silver;2024-06-03;Mobile App
CUST0135;Fatou;Ndiaye;F;1974-04-24;Senegal;Dakar;Standard;None;2023-08-30;Travel Agency
CUST0136;Fatou;Traore;F;1971-04-13;Ghana;Accra;Premium;Silver;2023-11-01;Corporate Desk
CUST0137;Yao;Traore;F;1982-04-13;Senegal;Dakar;Budget;Explorer;2024-03-23;Mobile App
CUST0138;Aminata;Mensah;M;1966-03-09;France;Paris;Budget;None;2024-03-16;Corporate Desk
CUST0139;Aminata;Ndiaye;F;1976-11-04;Ghana;Accra;Standard;None;2023-04-11;Corporate Desk
CUST0140;Amadou;Diallo;M;1992-08-15;Ghana;Accra;Standard;Explorer;2024-11-22;Mobile App
CUST0141;Jean;Konan;M;1996-02-02;Benin;Cotonou;Standard;None;2023-07-24;Travel Agency
CUST0142;Didier;Kone;F;1995-09-01;Côte d'Ivoire;Yamoussoukro;Business;Explorer;2023-12-18;Corporate Desk
CUST0143;Nadia;Kouassi;F;1990-09-25;Benin;Cotonou;Business;Explorer;2024-10-14;Web
CUST0144;Fatou;Ouattara;M;1968-01-03;Senegal;Dakar;Premium;Explorer;2024-11-22;Travel Agency
CUST0145;Fatou;Traore;F;1984-12-13;France;Paris;Premium;Gold;2024-04-18;Mobile App
CUST0146;Mariam;Traore;F;1995-11-18;Ghana;Accra;Business;None;2024-11-13;Corporate Desk
CUST0147;Fatou;Sow;F;1995-06-26;Nigeria;Lagos;Standard;Explorer;2023-09-17;Corporate Desk
CUST0148;Mariam;Kone;F;1982-06-08;Benin;Cotonou;Standard;Explorer;2024-09-30;Web
CUST0149;Jean;Diallo;M;1989-01-03;Benin;Cotonou;Business;None;2023-12-20;Web
CUST0150;Awa;Kouassi;F;1983-05-20;Benin;Cotonou;Standard;Gold;2023-07-10;Corporate Desk
CUST0151;Mariam;Kouassi;M;1999-03-20;Senegal;Dakar;Business;Gold;2024-10-13;Travel Agency
CUST0152;Nadia;Kouassi;F;1993-11-04;Ghana;Accra;Standard;None;2023-05-23;Corporate Desk
CUST0153;Bintou;Konan;M;1994-03-23;Nigeria;Lagos;Standard;None;2024-09-05;Web
CUST0154;Jean;Kone;M;1983-08-12;Ghana;Accra;Standard;Gold;2023-03-19;Mobile App
CUST0155;Jean;Konan;F;1967-11-24;Benin;Cotonou;Business;None;2024-05-10;Corporate Desk
CUST0156;Awa;Kouassi;M;1973-06-04;Ghana;Accra;Standard;Silver;2024-07-21;Mobile App
CUST0157;Amadou;Amani;M;1981-09-02;Senegal;Dakar;Standard;Silver;2024-02-18;Travel Agency
CUST0158;Fatou;Sow;M;1978-11-16;France;Paris;Standard;None;2023-11-03;Mobile App
CUST0159;Aminata;Traore;F;1990-12-18;France;Paris;Standard;None;2023-11-04;Web
CUST0160;Awa;Kouassi;M;1968-09-18;Côte d'Ivoire;Yamoussoukro;Standard;None;2024-11-20;Web
CUST0161;Awa;Kone;F;1971-11-06;Ghana;Accra;Standard;None;2024-11-02;Web
CUST0162;Mariam;Mensah;M;1984-03-14;Senegal;Dakar;Standard;Explorer;2024-10-19;Web
CUST0163;Didier;Sow;F;1972-07-19;Nigeria;Lagos;Standard;None;2024-02-01;Mobile App
CUST0164;Amadou;Sow;F;1970-11-16;Nigeria;Lagos;Business;Explorer;2024-03-13;Web
CUST0165;Aminata;Traore;F;1978-02-05;Côte d'Ivoire;Bouaké;Budget;Silver;2023-09-06;Corporate Desk
CUST0166;Serge;Diallo;F;1988-12-23;Benin;Cotonou;Business;None;2024-10-05;Corporate Desk
CUST0167;Aminata;Mensah;F;1967-01-02;Nigeria;Lagos;Business;Silver;2024-09-25;Web
CUST0168;Fatou;Mensah;F;1996-10-02;Nigeria;Lagos;Standard;Explorer;2024-03-25;Corporate Desk
CUST0169;Mariam;Diallo;F;1988-11-06;Benin;Cotonou;Standard;Silver;2024-04-08;Travel Agency
CUST0170;Jean;Mensah;M;1968-10-21;France;Paris;Business;Silver;2023-01-16;Mobile App
CUST0171;Fatou;Ndiaye;M;1980-07-13;France;Paris;Standard;Gold;2024-04-07;Travel Agency
CUST0172;Awa;Amani;M;1982-07-06;Benin;Cotonou;Standard;None;2024-08-08;Mobile App
CUST0173;Bintou;Kone;M;1999-02-18;Senegal;Dakar;Business;None;2023-08-28;Travel Agency
CUST0174;Awa;Ouattara;M;1978-05-19;France;Paris;Business;Explorer;2023-03-31;Travel Agency
CUST0175;Yao;Ouattara;M;1998-06-16;Côte d'Ivoire;Yamoussoukro;Standard;None;2023-07-16;Web
CUST0176;Serge;Mensah;M;1987-07-25;Ghana;Accra;Standard;Gold;2024-05-20;Travel Agency
CUST0177;Jean;Kone;F;1974-06-20;Côte d'Ivoire;Abidjan;Standard;Explorer;2023-01-22;Web
CUST0178;Yao;Ndiaye;M;1978-05-25;Côte d'Ivoire;Bouaké;Standard;Gold;2024-08-30;Mobile App
CUST0179;Awa;Amani;F;1976-07-03;Senegal;Dakar;Budget;Explorer;2024-04-14;Corporate Desk
CUST0180;Didier;Ouattara;F;1970-05-11;Côte d'Ivoire;Yamoussoukro;Standard;None;2024-11-16;Corporate Desk
CUST0181;Nadia;Diallo;M;1980-12-08;Ghana;Accra;Budget;None;2023-12-27;Web
CUST0182;Awa;Konan;M;1997-12-24;France;Paris;Budget;None;2023-01-06;Mobile App
CUST0183;Serge;Mensah;M;1971-08-11;Benin;Cotonou;Standard;None;2024-05-07;Corporate Desk
CUST0184;Nadia;Kouassi;F;1965-08-23;Ghana;Accra;Business;None;2023-08-14;Web
CUST0185;Jean;Diallo;M;1971-07-27;France;Paris;Standard;Explorer;2023-12-14;Travel Agency
CUST0186;Nadia;Traore;M;1974-06-08;Ghana;Accra;Budget;Explorer;2023-05-29;Corporate Desk
CUST0187;Fatou;Ouattara;M;1980-03-01;Ghana;Accra;Standard;None;2023-06-21;Travel Agency
CUST0188;Koffi;Amani;M;1995-02-05;Nigeria;Lagos;Standard;Silver;2023-08-05;Corporate Desk
CUST0189;Koffi;Mensah;F;1988-07-09;Senegal;Dakar;Premium;None;2023-10-24;Corporate Desk
CUST0190;Awa;Mensah;F;1966-08-26;Ghana;Accra;Standard;Explorer;2024-06-23;Travel Agency
CUST0191;Jean;Ouattara;F;1991-04-09;Ghana;Accra;Budget;None;2023-08-24;Mobile App
CUST0192;Didier;Traore;F;1996-05-06;Ghana;Accra;Budget;Silver;2024-10-05;Mobile App
CUST0193;Fatou;Kouassi;F;1969-12-24;France;Paris;Business;Gold;2024-06-14;Travel Agency
CUST0194;Fatou;Kone;F;1965-07-25;Senegal;Dakar;Budget;Silver;2023-09-12;Mobile App
CUST0195;Jean;Konan;F;1988-10-20;France;Paris;Standard;Gold;2024-06-12;Web
CUST0196;Jean;Kouassi;M;1989-10-25;Côte d'Ivoire;Abidjan;Standard;None;2024-05-21;Corporate Desk
CUST0197;Awa;Sow;F;1966-04-03;France;Paris;Standard;None;2023-11-16;Travel Agency
CUST0198;Awa;Konan;F;1977-05-01;France;Paris;Standard;Silver;2023-04-16;Travel Agency
CUST0199;Serge;Diallo;F;1982-02-15;Côte d'Ivoire;Bouaké;Standard;Silver;2023-04-23;Web
CUST0200;Amadou;Diallo;F;1979-03-22;Côte d'Ivoire;Yamoussoukro;Standard;Explorer;2023-01-19;Corporate Desk
CUST0201;Amadou;Ndiaye;F;1990-01-25;Benin;Cotonou;Standard;None;2023-12-10;Corporate Desk
CUST0202;Jean;Ouattara;F;1985-09-05;France;Paris;Standard;Explorer;2024-10-09;Web
CUST0203;Koffi;Sow;F;1969-06-14;Senegal;Dakar;Standard;None;2023-05-23;Corporate Desk
CUST0204;Nadia;Konan;F;1967-11-20;Nigeria;Lagos;Premium;Explorer;2024-10-05;Web
CUST0205;Koffi;Mensah;F;1998-01-14;France;Paris;Premium;None;2023-11-09;Travel Agency
CUST0206;Mariam;Traore;F;1997-05-03;Benin;Cotonou;Standard;Gold;2024-03-26;Web
CUST0207;Mariam;Mensah;M;1983-05-08;France;Paris;Business;None;2024-04-10;Mobile App
CUST0208;Amadou;Kouassi;M;1994-09-10;Benin;Cotonou;Standard;None;2023-09-06;Travel Agency
CUST0209;Yao;Sow;M;1990-01-12;Ghana;Accra;Business;None;2024-07-24;Travel Agency
CUST0210;Fatou;Mensah;F;1983-01-25;Nigeria;Lagos;Budget;None;2023-12-23;Corporate Desk
CUST0211;Awa;Sow;M;1993-06-24;Benin;Cotonou;Standard;Gold;2024-11-24;Mobile App
CUST0212;Jean;Amani;F;1977-10-20;Nigeria;Lagos;Business;Explorer;2024-05-01;Travel Agency
CUST0213;Serge;Diallo;M;1971-01-14;Benin;Cotonou;Standard;Gold;2024-08-08;Mobile App
CUST0214;Fatou;Ndiaye;F;1989-08-23;Nigeria;Lagos;Standard;Explorer;2023-12-28;Corporate Desk
CUST0215;Bintou;Ndiaye;M;1985-01-26;France;Paris;Standard;None;2024-07-03;Travel Agency
CUST0216;Amadou;Ndiaye;M;1979-02-27;Ghana;Accra;Standard;Silver;2023-09-06;Travel Agency
CUST0217;Amadou;Konan;F;1968-05-19;Ghana;Accra;Standard;Explorer;2023-11-16;Corporate Desk
CUST0218;Bintou;Ouattara;M;1994-06-02;France;Paris;Standard;None;2023-03-11;Mobile App
CUST0219;Amadou;Amani;M;2000-10-05;Côte d'Ivoire;Abidjan;Premium;Explorer;2024-03-26;Travel Agency
CUST0220;Bintou;Traore;F;1988-06-12;Benin;Cotonou;Business;Explorer;2023-04-24;Travel Agency
CUST0221;Jean;Sow;M;1975-09-10;Benin;Cotonou;Standard;None;2023-07-06;Web
CUST0222;Didier;Ndiaye;F;1987-10-21;Benin;Cotonou;Business;None;2023-01-03;Travel Agency
CUST0223;Serge;Sow;F;1984-07-27;Benin;Cotonou;Standard;Silver;2023-07-21;Mobile App
CUST0224;Bintou;Ndiaye;M;1999-09-05;Nigeria;Lagos;Standard;None;2023-06-10;Web
CUST0225;Koffi;Traore;F;1998-08-27;Côte d'Ivoire;Bouaké;Standard;Silver;2023-03-05;Web
CUST0226;Didier;Amani;F;1980-06-09;Benin;Cotonou;Budget;Explorer;2024-08-19;Web
CUST0227;Yao;Kone;M;1966-01-08;Senegal;Dakar;Standard;Gold;2024-03-26;Web
CUST0228;Yao;Kouassi;F;1967-03-19;France;Paris;Standard;Gold;2024-04-11;Travel Agency
CUST0229;Didier;Mensah;M;1969-04-22;Nigeria;Lagos;Business;Explorer;2024-02-28;Travel Agency
CUST0230;Serge;Kone;F;1980-02-06;Nigeria;Lagos;Standard;None;2023-10-25;Corporate Desk
CUST0231;Jean;Traore;M;1999-07-11;France;Paris;Business;Gold;2024-03-08;Travel Agency
CUST0232;Yao;Ouattara;F;1994-05-12;France;Paris;Standard;None;2023-01-26;Travel Agency
CUST0233;Yao;Diallo;F;1977-05-18;Ghana;Accra;Standard;Explorer;2023-09-03;Mobile App
CUST0234;Jean;Kouassi;M;1989-11-19;Senegal;Dakar;Standard;Explorer;2023-07-29;Mobile App
CUST0235;Aminata;Diallo;M;1993-10-12;Nigeria;Lagos;Standard;Explorer;2023-05-09;Web
CUST0236;Bintou;Traore;M;1989-01-22;Benin;Cotonou;Standard;Explorer;2023-03-30;Mobile App
CUST0237;Jean;Kouassi;F;1969-09-12;Ghana;Accra;Budget;Silver;2023-04-01;Mobile App
CUST0238;Mariam;Ouattara;M;1987-07-28;Senegal;Dakar;Business;Gold;2023-05-16;Travel Agency
CUST0239;Awa;Amani;M;1991-01-22;Ghana;Accra;Standard;Silver;2023-12-27;Web
CUST0240;Fatou;Traore;M;1979-12-22;Ghana;Accra;Standard;Explorer;2024-03-17;Mobile App
CUST0241;Mariam;Ouattara;F;2000-05-21;Senegal;Dakar;Standard;None;2024-05-24;Travel Agency
CUST0242;Aminata;Ndiaye;M;1965-02-27;Nigeria;Lagos;Premium;Gold;2024-08-22;Web
CUST0243;Aminata;Traore;F;1985-04-25;Ghana;Accra;Business;None;2024-02-08;Mobile App
CUST0244;Bintou;Traore;M;1992-08-11;Senegal;Dakar;Standard;Silver;2023-07-30;Corporate Desk
CUST0245;Bintou;Diallo;M;1977-01-23;Benin;Cotonou;Budget;None;2024-10-14;Mobile App
CUST0246;Fatou;Kouassi;F;1975-06-12;France;Paris;Budget;Explorer;2023-05-21;Mobile App
CUST0247;Serge;Kone;M;1980-12-08;Benin;Cotonou;Standard;Explorer;2024-10-18;Travel Agency
CUST0248;Fatou;Diallo;F;1980-06-21;Benin;Cotonou;Standard;Silver;2023-06-23;Mobile App
CUST0249;Nadia;Ouattara;F;1972-12-10;France;Paris;Standard;None;2023-03-03;Travel Agency
CUST0250;Yao;Traore;M;1993-02-06;Senegal;Dakar;Standard;Explorer;2023-10-24;Mobile App
CUST0251;Koffi;Konan;F;1994-08-03;France;Paris;Premium;Explorer;2023-04-22;Corporate Desk
CUST0252;Nadia;Kouassi;M;1965-06-03;Nigeria;Lagos;Standard;Gold;2024-10-30;Travel Agency
